39.8056,0
38.7946,3.03135
34.3111,-0.0832728
26.4167,5.03427
25.9266,8.27379
22.1552,9.65653
17.2126,9.32968
20.0368,4.27006
21.2382,13.7093
18.5009,14.1111
13.5461,11.2989
20.3524,10.9355
21.136,7.56457
22.6453,8.59161
25.0315,7.08447
21.9524,5.44461
20.8877,9.26796
20.511,7.89774
20.3435,7.81301
24.4104,6.87468
26.4939,7.80557
25.2457,7.75523
27.2945,10.2456
27.8905,6.98387
28.5971,6.96316
26.6172,9.62452
28.5321,8.57604
32.5178,12.8105
28.8496,14.2681
27.1143,13.7544
26.4363,12.2004
24.3343,8.80712
26.7581,10.7224
28.656,9.27256
29.6358,8.62642
29.4491,6.13454
26.9363,7.7071
27.2778,6.4644
27.9627,6.66886
27.0591,6.27725
26.0376,8.75044
23.6107,9.11079
24.6312,9.20087
27.3195,9.79965
27.4584,13.439
28.0596,14.4271
26.4779,13.7297
27.0333,13.6159
27.1643,13.6162
25.2402,14.5655
26.1133,13.0157
26.5063,13.5811
25.0487,13.4693
24.4063,14.0366
29.0821,13.9303
29.8854,14.7815
31.169,14.0922
31.9482,16.7668
31.9654,13.2365
30.7053,13.4678
32.9539,15.0343
33.7181,13.979
32.2264,12.2457
31.2519,12.2734
31.7995,13.3601
31.7782,13.8192
31.0873,13.8577
31.0424,13.4328
30.6307,14.7035
29.8958,12.882
29.142,14.0376
29.3382,14.0657
29.273,13.3282
29.3432,13.3367
28.6395,13.3056
30.658,13.7969
31.8224,13.3123
30.9468,12.8259
30.7473,12.7147
31.0911,11.9558
31.6734,10.382
31.9989,10.7113
32.6721,12.3718
32.4827,12.1476
31.4968,12.0638
31.6754,11.7382
31.2044,13.7025
31.6839,12.4253
31.4887,13.4008
30.9649,13.0539
30.8492,13.1507
30.8987,11.8825
29.2403,12.0318
27.2348,11.9805
26.214,10.9582
27.0867,11.0172
26.8384,9.62627
26.2979,8.93095
24.0981,8.83192
22.9379,7.45956
22.6793,7.86015
23.3458,7.914
22.9289,8.66222
22.7667,8.23515
22.9277,6.6159
22.5113,6.22868
22.6966,5.87753
23.8113,5.36334
23.2079,6.06771
22.6701,7.30184
23.5044,7.66667
23.6178,7.55047
24.0071,7.37393
25.9976,7.30378
25.3109,6.70722
24.8466,6.78088
26.0687,6.61026
26.2109,8.05471
25.3295,7.14505
24.4344,8.36407
24.754,8.52842
24.2245,8.19159
25.0094,7.91263
25.4963,7.65833
25.9989,7.92195
26.078,7.48557
25.6278,8.50906
25.7923,8.39965
25.358,7.4205
25.5002,7.11139
25.0172,7.22849
24.3391,7.57797
22.7693,7.12457
21.8328,6.43114
22.2524,6.08739
22.1517,5.052
21.8374,3.97998
21.5005,3.6669
21.3458,2.05812
21.6825,1.82023
21.7417,2.04868
21.6583,1.43879
22.1982,0.971314
22.3789,0.86303
23.1317,1.11546
22.6544,1.73593
22.3157,1.47347
22.7873,1.31373
22.441,1.37845
23.047,0.783284
22.9425,-0.000781242
22.6391,0.272134
22.5882,-0.380184
22.6308,-0.459763
22.3998,-0.310485
21.7344,0.329171
21.8377,0.644741
22.0714,1.41272
22.1403,1.32044
22.7003,1.69943
22.6635,1.81891
22.6432,1.38079
23.2438,2.00356
22.9429,2.65712
22.7889,1.92701
23.1331,2.34357
22.9566,2.80335
23.1251,1.97678
23.3534,2.85059
23.4052,2.67062
22.858,2.98328
23.1627,2.15569
23.4237,1.76817
23.572,1.85202
23.9022,1.90132
23.9965,2.38607
24.2237,2.71651
24.2984,3.1802
24.2132,4.02162
24.2129,3.89361
24.108,3.54508
23.6841,4.77708
23.4486,4.89105
23.8781,5.79477
23.4921,5.86161
23.4778,5.27095
23.5244,4.9218
24.2588,4.54585
24.701,4.77913
25.2582,4.19944
24.7963,3.98295
24.7537,4.19447
24.7035,4.00288
24.6406,3.407
24.9251,3.25805
25.9198,2.59553
26.1755,2.15124
26.1818,1.85864
25.4458,2.39543
25.5157,2.47154
25.059,2.38378
24.8601,2.41467
24.9739,1.92442
24.6833,2.23859
25.5235,2.05992
25.8831,1.95415
25.6851,2.06766
26.3047,2.38747
25.9094,2.10411
25.6965,2.13532
26.2297,2.12105
26.4151,1.69694
26.0199,1.5243
26.4191,1.93398
25.6476,1.51059
25.7518,1.2439
25.2461,0.713436
24.7565,0.413537
24.7207,0.88098
24.9735,0.919027
24.5321,0.854716
24.3584,1.163
24.8048,0.876262
24.8447,0.416847
25.2268,0.0367662
25.7039,-0.346534
25.824,-0.145434
26.0943,0.143782
26.3282,0.364886
26.5694,0.376725
26.5287,0.292531
26.1915,-0.146369
26.1334,-0.564727
26.5254,-0.458498
26.212,-0.604759
26.5738,-1.22908
26.7995,-1.49536
27.1483,-1.48684
26.778,-1.13612
26.9343,-1.40429
27.2359,-0.617993
27.8332,-1.22705
27.4024,-1.10452
27.366,-1.12509
27.2857,-1.39
27.5759,-1.19156
27.8544,-0.742625
27.7543,-1.19068
28.1292,-1.02772
28.1069,-0.505225
27.7851,-0.705347
28.4906,-0.479962
28.4364,-0.506389
27.9069,-0.174813
28.0446,0.275535
27.8839,0.405375
28.2116,-0.0572802
28.6745,0.151968
28.2572,0.747056
27.942,0.397658
27.9166,0.932002
27.8522,0.517385
27.6343,-0.271349
27.1086,-0.0418035
26.5638,0.0915572
26.2156,0.321597
26.1642,0.335307
26.2559,0.457738
26.057,0.951277
25.8206,1.56572
26.0394,1.52298
25.8869,1.41301
25.9087,1.66991
25.8469,2.00336
25.4878,1.71445
26.4663,1.68825
26.5745,1.74419
26.4021,1.76762
26.4503,2.22687
26.4094,1.96299
26.121,2.02252
26.2332,2.71939
26.2146,2.44731
26.6519,2.73073
26.6528,2.78421
27.0388,2.32289
26.5196,2.62619
26.3971,2.94898
26.3697,2.09999
26.1387,1.63979
26.0638,1.52232
26.2852,1.73688
25.5784,1.7137
25.7217,1.43948
25.3823,0.809091
25.698,0.995603
25.8789,1.50722
26.0083,2.11982
25.7705,1.7389
25.3064,1.09466
24.3219,1.60818
24.1961,1.29421
23.5899,1.49822
23.75,1.33373
23.7003,1.28731
23.9566,1.32251
23.9229,1.30182
24.0284,1.21635
23.4614,1.06447
23.2164,1.07773
23.173,1.05299
22.7005,0.94508
23.0747,1.55102
22.7865,2.33105
23.1171,2.89766
22.7209,2.31865
22.4003,2.09887
21.8464,1.83765
22.6042,2.55166
22.442,1.91444
22.4443,1.76099
22.6051,1.5612
22.4489,1.49925
22.6036,1.50117
22.6731,1.10138
22.4842,1.23568
22.2294,1.35074
22.5681,1.21437
22.329,1.10895
22.9157,1.2859
23.1392,1.3861
23.0563,1.72502
23.3734,1.82347
23.5785,1.73176
23.5391,1.22516
23.3792,0.852651
23.1186,0.775734
23.3446,-0.0445964
22.9372,-0.0168816
23.4599,0.0970252
23.2439,-0.349326
23.2633,-0.404349
23.3869,-0.0679685
23.645,-0.155497
23.3886,-1.05934
23.7492,-1.16568
23.6929,-0.316124
24.0214,-0.428206
24.231,-0.316826
24.7318,-0.233223
24.637,-0.00749548
24.3719,0.156181
24.3332,0.0275723
24.4659,0.632918
24.2719,0.188011
24.4078,0.302514
24.6046,0.766722
25.0967,0.517948
24.9535,0.613902
25.0703,1.22104
25.1023,0.917098
24.931,0.731962
25.2276,0.598277
25.0253,0.875678
25.3144,1.36493
25.3188,1.15736
25.1201,0.823388
25.1652,0.959051
25.0883,1.11045
25.2868,0.279928
25.1945,0.185078
25.0332,-0.179602
25.9373,0.327968
25.9449,0.427689
25.5417,0.716704
25.7348,0.586451
25.6994,0.666272
25.4143,0.706614
25.5427,0.666473
25.7263,0.854134
25.9097,0.609584
25.9276,0.799031
26.0001,0.401585
26.2846,0.0784994
25.7733,0.0725045
25.8365,0.519836
25.9485,0.614011
25.8318,1.16771
25.4731,1.31966
25.1693,1.56177
25.0756,1.41737
24.9196,1.45635
25.1249,1.71194
25.146,1.44463
25.1111,1.47389
25.2775,1.08921
25.4294,0.748161
25.444,0.797022
25.2949,0.576922
25.4312,0.834576
25.6027,0.741917
25.7299,0.323857
25.7692,-0.373726
26.211,-0.32068
26.204,-0.304099
26.3094,-0.238446
26.2089,-0.602664
26.1048,-0.188651
26.7576,-0.71007
26.2338,-0.943394
26.3324,-0.795777
26.5185,-0.322354
26.7603,0.00372623
26.6149,-0.100593
26.3465,0.44251
26.3777,0.63506
26.0046,0.974384
26.0595,1.13845
26.1083,1.31532
26.0047,1.43449
25.6087,1.43065
25.591,1.32715
25.5262,1.542
25.6106,1.64392
25.454,1.53993
25.372,1.74363
25.0498,1.62398
25.1224,1.72036
25.6277,1.84846
25.335,1.35777
25.2278,1.26855
25.4208,1.2638
25.6444,0.912699
25.3094,0.547561
25.4895,0.693272
25.394,0.876548
25.3973,0.947171
25.428,0.916487
25.5965,0.881996
25.8247,0.46912
26.1413,0.670689
26.1661,0.905447
25.8085,0.723874
25.8147,0.738829
25.6338,0.699221
25.7456,0.556625
25.3844,0.287981
25.3374,0.505461
25.5215,0.627478
25.5536,0.523989
25.3985,0.296426
25.6541,0.139868
25.6587,0.195631
25.4469,-0.0786111
25.7973,0.299942
25.9992,0.436652
26.0592,0.756486
26.1774,0.74952
26.4722,0.468378
26.3128,0.374552
26.2202,0.490706
26.3702,0.700076
26.3237,0.92569
26.5588,0.524233
